PUMA,block_group_id,region
11602,530330001011,1
11602,530330001012,1
11602,530330001013,1
11602,530330001021,1
11602,530330001022,1
11602,530330001023,1
11602,530330002011,1
11602,530330002012,1
11602,530330002013,1
11602,530330002021,1
11602,530330002022,1
11602,530330002023,1
11602,530330007001,1
11602,530330007002,1
11602,530330007003,1
11602,530330007004,1
11602,530330008001,1
11602,530330008002,1
11602,530330009001,1
11602,530330009002,1
11602,530330010001,1
11602,530330010002,1
11602,530330011001,1
11602,530330011002,1
11602,530330012011,1
11602,530330012012,1
11602,530330012013,1
11602,530330012021,1
11602,530330012022,1
11602,530330012023,1
11602,530330019001,1
11602,530330019002,1
11602,530330019003,1
11602,530330019004,1
11602,530330020001,1
11602,530330020002,1
11602,530330020003,1
11602,530330021001,1
11602,530330021002,1
11602,530330021003,1
11602,530330022001,1
11602,530330022002,1
11602,530330022003,1
11602,530330022004,1
11602,530330024001,1
11602,530330024002,1
11602,530330025001,1
11602,530330025002,1
11602,530330026001,1
11602,530330026002,1
11602,530330026003,1
11602,530330026004,1
11602,530330038001,1
11602,530330038002,1
11602,530330039001,1
11602,530330039002,1
11602,530330040001,1
11602,530330040002,1
11602,530330041011,1
11602,530330041012,1
11602,530330041013,1
11602,530330041021,1
11602,530330041022,1
11602,530330041023,1
11602,530330042011,1
11602,530330042012,1
11602,530330042013,1
11602,530330042021,1
11602,530330042022,1
11602,530330042023,1
11602,530330043011,1
11602,530330043012,1
11602,530330043013,1
11602,530330043021,1
11602,530330043022,1
11602,530330043023,1
11602,530330044011,1
11602,530330044012,1
11602,530330044013,1
11602,530330044021,1
11602,530330044022,1
11602,530330044023,1
11602,530330045001,1
11602,530330045002,1
11602,530330052011,1
11602,530330052012,1
11602,530330052013,1
11602,530330052021,1
11602,530330052022,1
11602,530330052023,1
11602,530330053031,1
11602,530330053032,1
11602,530330053041,1
11602,530330053042,1
11602,530330053051,1
11602,530330053052,1
11602,530330053061,1
11602,530330053062,1
11602,530330053071,1
11602,530330053072,1
11602,530330053073,1
11601,530330003001,1
11601,530330003002,1
11601,530330004021,1
11601,530330004022,1
11601,530330004023,1
11601,530330004024,1
11601,530330004031,1
11601,530330004032,1
11601,530330004041,1
11601,530330004042,1
11601,530330004043,1
11601,530330005001,1
11601,530330005002,1
11601,530330006011,1
11601,530330006012,1
11601,530330006013,1
11601,530330006021,1
11601,530330006022,1
11601,530330006023,1
11601,530330013001,1
11601,530330013002,1
11601,530330013003,1
11601,530330014001,1
11601,530330014002,1
11601,530330014003,1
11601,530330014004,1
11601,530330015001,1
11601,530330015002,1
11601,530330016001,1
11601,530330016002,1
11601,530330016003,1
11601,530330017011,1
11601,530330017012,1
11601,530330017013,1
11601,530330017021,1
11601,530330017022,1
11601,530330017023,1
11601,530330017024,1
11601,530330018001,1
11601,530330018002,1
11601,530330018003,1
11601,530330027001,1
11601,530330027002,1
11601,530330027003,1
11601,530330027004,1
11601,530330028001,1
11601,530330028002,1
11601,530330028003,1
11601,530330028004,1
11601,530330029001,1
11601,530330029002,1
11601,530330029003,1
11601,530330030001,1
11601,530330030002,1
11601,530330030003,1
11601,530330030004,1
11601,530330031001,1
11601,530330031002,1
11601,530330031003,1
11601,530330031004,1
11601,530330031005,1
11601,530330032011,1
11601,530330032012,1
11601,530330032013,1
11601,530330032021,1
11601,530330032022,1
11601,530330032023,1
11601,530330033011,1
11601,530330033012,1
11601,530330033013,1
11601,530330033021,1
11601,530330033022,1
11601,530330033023,1
11601,530330034001,1
11601,530330034002,1
11601,530330034003,1
11601,530330035001,1
11601,530330035002,1
11601,530330035003,1
11601,530330036011,1
11601,530330036012,1
11601,530330036013,1
11601,530330036021,1
11601,530330036022,1
11601,530330036023,1
11601,530330046001,1
11601,530330046002,1
11601,530330046003,1
11601,530330047011,1
11601,530330047012,1
11601,530330047013,1
11601,530330047021,1
11601,530330047022,1
11601,530330047023,1
11601,530330047031,1
11601,530330047032,1
11601,530330047033,1
11601,530330048001,1
11601,530330048002,1
11601,530330048003,1
11601,530330048004,1
11601,530330049011,1
11601,530330049012,1
11601,530330049013,1
11601,530330049021,1
11601,530330049022,1
11601,530330050001,1
11601,530330050002,1
11601,530330050003,1
11601,530330051001,1
11601,530330051002,1
11601,530330051003,1
11601,530330054011,1
11601,530330054012,1
11601,530330054013,1
11601,530330054021,1
11601,530330054022,1
11601,530330054023,1
11603,530330056001,1
11603,530330056002,1
11603,530330056003,1
11603,530330056004,1
11603,530330056005,1
11603,530330057001,1
11603,530330057002,1
11603,530330057003,1
11603,530330057004,1
11603,530330057005,1
11603,530330058011,1
11603,530330058012,1
