PUMA,block_group_id,region
11604,5333102001,1
11604,5333102002,1
11604,5333102003,1
11604,5333102004,1
11604,5333103001,1
11604,5333103002,1
11604,5333103003,1
11604,5333103004,1
11604,5333103005,1
11605,5333104011,1
11605,5333104012,1
11605,5333104013,1
11605,5333104021,1
11605,5333104022,1
11605,5333104023,1
11605,5333104024,1
11605,5333105001,1
11605,5333105002,1
11605,5333105003,1
11605,5333105004,1
11605,5333105005,1
11605,5333106001,1
11605,5333106002,1
11605,5333106003,1
11605,5333106004,1
11605,5333106005,1
11605,5333106006,1
11605,5333107011,1
11605,5333107012,1
11605,5333107021,1
11605,5333107022,1
11605,5333107023,1
11605,5333108001,1
11605,5333108002,1
11605,5333108003,1
11605,5333109001,1
11605,5333109002,1
11605,5333110011,1
11605,5333110012,1
11605,5333110013,1
11605,5333110021,1
11605,5333110022,1
11605,5333110023,1
11604,5333111011,1
11604,5333111012,1
11604,5333111013,1
11604,5333111014,1
11604,5333111021,1
11604,5333111022,1
11604,5333111023,1
11604,5333111024,1
11605,5333112001,1
11605,5333112002,1
11605,5333112003,1
11605,5333113001,1
11605,5333113002,1
11605,5333113003,1
11605,5333113004,1
11605,5333113005,1
11605,5333114011,1
11605,5333114012,1
11605,5333114013,1
11605,5333114021,1
11605,5333114022,1
11605,5333114023,1
11605,5333115001,1
11605,5333115002,1
11605,5333115003,1
11605,5333116001,1
11605,5333116002,1
11605,5333116003,1
11605,5333116004,1
11605,5333116005,1
11605,5333116006,1
11605,5333117001,1
11605,5333117002,1
11605,5333117003,1
11605,5333117004,1
11604,5333118001,1
11604,5333118002,1
11604,5333118003,1
11604,5333118004,1
11604,5333118005,1
11604,5333118006,1
11604,5333119001,1
11604,5333119002,1
11604,5333119003,1
11604,5333119004,1
11604,5333119005,1
11605,5333120001,1
11605,5333120002,1
11605,5333120003,1
11605,5333121001,1
11605,5333121002,1
11606,5333201001,1
11606,5333201002,1
11606,5333201003,1
11606,5333202001,1
11606,5333202002,1
11606,5333202003,1
11606,5333202004,1
11606,5333202005,1
11606,5333203001,1
11606,5333203002,1
11606,5333203003,1
11606,5333203004,1
11606,5333203005,1
11606,5333204011,1
11606,5333204012,1
11606,5333204013,1
11606,5333204021,1
11606,5333204022,1
11606,5333204023,1
11606,5333204024,1
11606,5333204025,1
11606,5333205001,1
11606,5333205002,1
11606,5333205003,1
11606,5333205004,1
11606,5333205005,1
11606,5333205006,1
11606,5333206001,1
11606,5333206002,1
11606,5333206003,1
11606,5333206004,1
11606,5333207001,1
11606,5333207002,1
11606,5333207003,1
11606,5333208001,1
11606,5333208002,1
11606,5333208003,1
11606,5333208004,1
11606,5333209001,1
11606,5333209002,1
11606,5333209003,1
11606,5333210001,1
11606,5333210002,1
11606,5333210003,1
11606,5333210004,1
11606,5333210005,1
11606,5333211001,1
11606,5333211002,1
11606,5333211003,1
11606,5333211004,1
11606,5333213001,1
11606,5333213002,1
11606,5333213003,1
11606,5333214001,1
11606,5333214002,1
11606,5333214003,1
11606,5333215001,1
11606,5333215002,1
11606,5333215003,1
11606,5333215004,1
11606,5333216001,1
11606,5333216002,1
11606,5333216003,1
11606,5333216004,1
11606,5333217001,1
11606,5333217002,1
11606,5333217003,1
11606,5333217004,1
11606,5333217005,1
11606,5333218021,1
11606,5333218022,1
11606,5333218023,1
11606,5333218031,1
11606,5333218032,1
11606,5333218033,1
11606,5333218034,1
11606,5333218041,1
11606,5333218042,1
11606,5333218043,1
11607,5333219031,1
11607,5333219032,1
11607,5333219033,1
11607,5333219034,1
11607,5333219035,1
11607,5333219041,1
11607,5333219042,1
11607,5333219043,1
11607,5333219044,1
11606,5333219051,1
11606,5333219052,1
11606,5333219053,1
11606,5333219054,1
11616,5333219061,1
11616,5333219062,1
11616,5333219063,1
11606,5333220011,1
11606,5333220012,1
11606,5333220013,1
11607,5333220031,1
11607,5333220032,1
11607,5333220033,1
11607,5333220034,1
11607,5333220035,1
11607,5333220051,1
11607,5333220052,1
11607,5333220053,1
11607,5333220061,1
11607,5333220062,1
11607,5333220063,1
11606,5333221011,1
11606,5333221012,1
11606,5333221013,1
11606,5333221014,1
11606,5333221021,1
11606,5333221022,1
11606,5333221023,1
11606,5333221024,1
11607,5333222011,1
11607,5333222012,1
11607,5333222013,1
11607,5333222014,1
11607,5333222021,1
11607,5333222022,1
11607,5333222023,1
11607,5333222024,1
11607,5333222025,1
11607,5333222031,1
11607,5333222032,1
11607,5333222033,1
11607,5333223001,1
11607,5333223002,1
11607,5333224001,1
11607,5333224002,1
11607,5333224003,1
11607,5333224004,1
11607,5333224005,1
11607,5333224006,1
11607,5333225001,1
11607,5333225002,1
11607,5333225003,1
11607,5333225004,1
11607,5333225005,1
11607,5333226031,1
11607,5333226032,1
11607,5333226033,1
11607,5333226034,1
11607,5333226035,1
11607,5333226041,1
11607,5333226042,1
11607,5333226043,1
11607,5333226051,1
11607,5333226052,1
11607,5333226053,1
11607,5333226061,1
11607,5333226062,1
11607,5333226063,1
11607,5333226064,1
11607,5333227011,1
11607,5333227012,1
11607,5333227021,1
11607,5333227022,1
11607,5333227023,1
11607,5333227031,1
11607,5333227032,1
11608,5333228011,1
11608,5333228012,1
11608,5333228013,1
11608,5333228014,1
11607,5333228021,1
11607,5333228022,1
11607,5333228023,1
11607,5333228031,1
11607,5333228032,1
11607,5333228033,1
11608,5333229011,1
11608,5333229012,1
11607,5333229021,1
11607,5333229022,1
11607,5333229023,1
11607,5333229024,1
11607,5333229025,1
11608,5333230001,1
11608,5333230002,1
11608,5333230003,1
11608,5333230004,1
11608,5333231001,1
11608,5333231002,1
11608,5333231003,1
11608,5333232011,1
11608,5333232012,1
11608,5333232013,1
11608,5333232021,1
11608,5333232022,1
11608,5333232023,1
11608,5333233001,1
11608,5333233002,1
11608,5333233003,1
11608,5333233004,1
11608,5333234011,1
11608,5333234012,1
11608,5333234013,1
11608,5333234031,1
11608,5333234032,1
11608,5333234033,1
11609,5333234041,1
11609,5333234042,1
11608,5333235001,1
11608,5333235002,1
11608,5333235003,1
11608,5333236011,1
11608,5333236012,1
11608,5333236013,1
11608,5333236031,1
11608,5333236032,1
11608,5333236033,1
11608,5333236034,1
11608,5333236041,1
11608,5333236042,1
11608,5333236043,1
11608,5333236044,1
11608,5333237001,1
11608,5333237002,1
11608,5333237003,1
11608,5333238011,1
11608,5333238012,1
11608,5333238031,1
11608,5333238032,1
11608,5333238041,1
11608,5333238042,1
11608,5333238043,1
11608,5333239001,1
11608,5333239002,1
11608,5333239003,1
11608,5333239004,1
11608,5333240001,1
11608,5333240002,1
11608,5333240003,1
11608,5333240004,1
11608,5333241001,1
11608,5333241002,1
11608,5333241003,1
11608,5333241004,1
11608,5333242001,1
11608,5333242002,1
11609,5333243001,1
11609,5333243002,1
11609,5333243003,1
11609,5333243004,1
11609,5333243005,1
11609,5333244001,1
11609,5333244002,1
11609,5333245001,1
11609,5333245002,1
11609,5333245003,1
11609,5333246011,1
11609,5333246012,1
11609,5333246013,1
11609,5333246021,1
11609,5333246022,1
11609,5333246023,1
11608,5333247011,1
11608,5333247012,1
11608,5333247013,1
11609,5333247021,1
11609,5333247022,1
11609,5333247023,1
11609,5333247024,1
11609,5333247025,1
11608,5333248001,1
11608,5333248002,1
11608,5333248003,1
11608,5333249011,1
11608,5333249012,1
11608,5333249013,1
11608,5333249014,1
11608,5333249021,1
11608,5333249022,1
11608,5333249023,1
11608,5333249031,1
11608,5333249032,1
11608,5333249033,1
11608,5333249034,1
11609,5333250011,1
11609,5333250012,1
11609,5333250013,1
11609,5333250014,1
11608,5333250031,1
11608,5333250032,1
11608,5333250033,1
11608,5333250034,1
11608,5333250035,1
11609,5333250051,1
11609,5333250052,1
11609,5333250061,1
11609,5333250062,1
11609,5333250063,1
11610,5333251011,1
11610,5333251012,1
11610,5333251013,1
11610,5333251014,1
11610,5333251021,1
11610,5333251022,1
11610,5333251023,1
11610,5333251024,1
11610,5333252001,1
11610,5333252002,1
11610,5333252003,1
11610,5333252004,1
11610,5333252005,1
11610,5333253011,1
11610,5333253012,1
11610,5333253013,1
11610,5333253021,1
11610,5333253022,1
11610,5333253023,1
11610,5333254001,1
11610,5333254002,1
11610,5333254003,1
11610,5333254004,1
11610,5333255001,1
11610,5333255002,1
11610,5333255003,1
11610,5333256011,1
11610,5333256012,1
11610,5333256013,1
11610,5333256021,1
11610,5333256022,1
11610,5333256023,1
11610,5333257011,1
11610,5333257012,1
11610,5333257013,1
11610,5333257014,1
11610,5333257015,1
11610,5333257021,1
11610,5333257022,1
11610,5333257023,1
11610,5333258031,1
11610,5333258032,1
11610,5333258033,1
11610,5333258041,1
11610,5333258042,1
11610,5333258043,1
11610,5333258051,1
11610,5333258052,1
11610,5333258053,1
11610,5333258061,1
11610,5333258062,1
11610,5333258063,1
11610,5333260011,1
11610,5333260012,1
11610,5333260013,1
11610,5333260014,1
11610,5333260015,1
11610,5333260021,1
11610,5333260022,1
11610,5333260023,1
11610,5333260024,1
11610,5333261001,1
11610,5333261002,1
11610,5333261003,1
11610,5333261004,1
11610,5333261005,1
11611,5333262001,1
11611,5333262002,1
11611,5333262003,1
11611,5333262004,1
11611,5333263001,1
11611,5333263002,1
11611,5333264001,1
11611,5333264002,1
11611,5333264003,1
11611,5333264004,1
11611,5333264005,1
11611,5333265001,1
11611,5333265002,1
11611,5333265003,1
11611,5333266001,1
11611,5333266002,1
11611,5333267001,1
11611,5333267002,1
11611,5333267003,1
11611,5333267004,1
11611,5333268011,1
11611,5333268012,1
11611,5333268013,1
11611,5333268014,1
11611,5333268021,1
11611,5333268022,1
11611,5333268023,1
11611,5333268024,1
11611,5333270001,1
11611,5333270002,1
11611,5333270003,1
11611,5333271001,1
11611,5333271002,1
11611,5333272001,1
11611,5333272002,1
11611,5333273001,1
11611,5333273002,1
11611,5333273003,1
11611,5333273004,1
11611,5333274001,1
11611,5333274002,1
11611,5333274003,1
11611,5333274004,1
11611,5333275001,1
11611,5333275002,1
11611,5333275003,1
11611,5333275004,1
11611,5333276001,1
11611,5333276002,1
11611,5333276003,1
11612,5333277011,1
11612,5333277012,1
11612,5333277013,1
11612,5333277014,1
11612,5333277015,1
11612,5333277021,1
11612,5333277022,1
11612,5333277023,1
11612,5333277024,1
11611,5333278001,1
11611,5333278002,1
11611,5333278003,1
11611,5333279001,1
11611,5333279002,1
11611,5333279003,1
11611,5333279004,1
11611,5333279005,1
11611,5333279006,1
11611,5333280001,1
11611,5333280002,1
11611,5333280003,1
11611,5333281001,1
11611,5333281002,1
11611,5333282001,1
11611,5333282002,1
11611,5333282003,1
11611,5333283001,1
11611,5333283002,1
11611,5333283003,1
11611,5333284021,1
11611,5333284022,1
11611,5333284023,1
11611,5333284024,1
11611,5333284031,1
11611,5333284032,1
11611,5333284033,1
11611,5333285001,1
11611,5333285002,1
11611,5333285003,1
11611,5333286001,1
11611,5333286002,1
11611,5333286003,1
11611,5333286004,1
11611,5333286005,1
11611,5333286006,1
11611,5333287001,1
11611,5333287002,1
11611,5333287003,1
11611,5333287004,1
11611,5333288011,1
11611,5333288012,1
11611,5333288013,1
11611,5333288021,1
11611,5333288022,1
11611,5333288023,1
11611,5333288024,1
11612,5333289011,1
11612,5333289012,1
11612,5333289013,1
11612,5333289014,1
11612,5333289021,1
11612,5333289022,1
11612,5333289023,1
11612,5333289024,1
11612,5333289025,1
11612,5333290011,1
11612,5333290012,1
11612,5333290013,1
11612,5333290014,1
11612,5333290031,1
11612,5333290032,1
11612,5333290033,1
11612,5333290034,1
11612,5333290035,1
11613,5333290041,1
11613,5333290042,1
11613,5333291011,1
11613,5333291012,1
11613,5333291021,1
11613,5333291022,1
11613,5333291023,1
11613,5333292031,1
11613,5333292032,1
11613,5333292041,1
11613,5333292042,1
11613,5333292043,1
11613,5333292044,1
11613,5333292051,1
11613,5333292052,1
11613,5333292053,1
11613,5333292061,1
11613,5333292062,1
11613,5333292063,1
11610,5333293031,1
11610,5333293032,1
11610,5333293033,1
11610,5333293034,1
11610,5333293035,1
11610,5333293041,1
11610,5333293042,1
11610,5333293043,1
11610,5333293044,1
11613,5333293051,1
11613,5333293052,1
11613,5333293053,1
11613,5333293054,1
11613,5333293061,1
11613,5333293062,1
11613,5333293071,1
11613,5333293072,1
11613,5333293073,1
11613,5333294031,1
11613,5333294032,1
11613,5333294033,1
11613,5333294051,1
11613,5333294052,1
11613,5333294053,1
11613,5333294054,1
11613,5333294055,1
11613,5333294061,1
11613,5333294062,1
11613,5333294071,1
11613,5333294072,1
11613,5333294073,1
11613,5333294081,1
11613,5333294082,1
11613,5333294083,1
11613,5333295021,1
11613,5333295022,1
11613,5333295023,1
11613,5333295024,1
11613,5333295031,1
11613,5333295032,1
11613,5333295033,1
11613,5333295034,1
11613,5333295035,1
11613,5333295041,1
11613,5333295042,1
11613,5333295043,1
11613,5333296011,1
11613,5333296012,1
11613,5333296013,1
11613,5333296014,1
11613,5333296015,1
11614,5333296021,1
11614,5333296022,1
11614,5333296023,1
11613,5333297001,1
11613,5333297002,1
11613,5333297003,1
11613,5333297004,1
11613,5333297005,1
11613,5333298011,1
11613,5333298012,1
11613,5333298013,1
11613,5333298014,1
11613,5333298015,1
11614,5333298021,1
11614,5333298022,1
11614,5333298023,1
11614,5333298024,1
11614,5333298025,1
11614,5333298026,1
11614,5333299011,1
11614,5333299012,1
11614,5333299013,1
11614,5333299021,1
11614,5333299022,1
11614,5333299023,1
11612,5333300031,1
11612,5333300032,1
11612,5333300033,1
11612,5333300034,1
11612,5333300035,1
11612,5333300041,1
11612,5333300042,1
11612,5333300043,1
11612,5333300044,1
11612,5333300045,1
11612,5333300046,1
11612,5333300051,1
11612,5333300052,1
11612,5333300053,1
11612,5333300061,1
11612,5333300062,1
11612,5333301001,1
11612,5333301002,1
11612,5333301003,1
11612,5333301004,1
11612,5333301005,1
11612,5333301006,1
11612,5333301007,1
11612,5333302011,1
11612,5333302012,1
11612,5333302013,1
11612,5333302014,1
11612,5333302021,1
11612,5333302022,1
11612,5333302023,1
11612,5333302024,1
11612,5333302025,1
11612,5333303041,1
11612,5333303042,1
11612,5333303051,1
11612,5333303052,1
11612,5333303053,1
11612,5333303061,1
11612,5333303062,1
11612,5333303063,1
11612,5333303064,1
11612,5333303081,1
11612,5333303082,1
11612,5333303083,1
11612,5333303084,1
11612,5333303091,1
11612,5333303092,1
11612,5333303093,1
11612,5333303094,1
11612,5333303101,1
11612,5333303102,1
11612,5333303103,1
11612,5333303104,1
11612,5333303111,1
11612,5333303112,1
11612,5333303113,1
11612,5333303114,1
11612,5333303121,1
11612,5333303122,1
11612,5333303123,1
11612,5333303124,1
11612,5333303131,1
11612,5333303132,1
11612,5333303141,1
11612,5333303142,1
11612,5333303143,1
11614,5333304011,1
11614,5333304012,1
11614,5333304013,1
11614,5333304014,1
11614,5333304015,1
11614,5333304031,1
11614,5333304032,1
11614,5333304033,1
11614,5333304041,1
11614,5333304042,1
11614,5333304043,1
11614,5333305011,1
11614,5333305012,1
11614,5333305031,1
11614,5333305032,1
11614,5333305041,1
11614,5333305042,1
11614,5333305043,1
11614,5333305044,1
11614,5333306001,1
11614,5333306002,1
11614,5333306003,1
11614,5333306004,1
11614,5333307001,1
11614,5333307002,1
11614,5333307003,1
11614,5333308011,1
11614,5333308012,1
11614,5333308013,1
11614,5333308021,1
11614,5333308022,1
11614,5333308023,1
11614,5333309011,1
11614,5333309012,1
11614,5333309021,1
11614,5333309022,1
11614,5333309023,1
11614,5333310001,1
11614,5333310002,1
11614,5333311001,1
11614,5333311002,1
11614,5333311003,1
11614,5333311004,1
11614,5333311005,1
11614,5333312021,1
11614,5333312022,1
11614,5333312023,1
11614,5333312024,1
11614,5333312025,1
11615,5333312041,1
11615,5333312042,1
11615,5333312043,1
11615,5333312044,1
11615,5333312045,1
11614,5333312051,1
11614,5333312052,1
11614,5333312053,1
11614,5333312061,1
11614,5333312062,1
11614,5333312063,1
11615,5333313011,1
11615,5333313012,1
11615,5333313021,1
11615,5333313022,1
11615,5333313023,1
11615,5333313024,1
11615,5333314001,1
11615,5333314002,1
11615,5333314003,1
11615,5333314004,1
11615,5333314005,1
11615,5333315011,1
11615,5333315012,1
11615,5333315013,1
11615,5333315021,1
11615,5333315022,1
11615,5333315023,1
11615,5333316011,1
11615,5333316012,1
11615,5333316013,1
11615,5333316031,1
11615,5333316032,1
11615,5333316033,1
11615,5333316034,1
11615,5333316041,1
11615,5333316042,1
11615,5333316043,1
11615,5333316051,1
11615,5333316052,1
11615,5333316053,1
11613,5333317031,1
11613,5333317032,1
11613,5333317033,1
11613,5333317034,1
11613,5333317035,1
11613,5333317041,1
11613,5333317042,1
11613,5333317043,1
11615,5333317051,1
11615,5333317052,1
11615,5333317053,1
11615,5333317061,1
11615,5333317062,1
11615,5333317063,1
11615,5333317064,1
11615,5333318001,1
11615,5333318002,1
11615,5333318003,1
11615,5333319031,1
11615,5333319032,1
11615,5333319033,1
11615,5333319034,1
11615,5333319035,1
11615,5333319041,1
11615,5333319042,1
11615,5333319043,1
11615,5333319061,1
11615,5333319062,1
11610,5333319071,1
11610,5333319072,1
11610,5333319073,1
11610,5333319074,1
11610,5333319075,1
11610,5333319081,1
11610,5333319082,1
11610,5333319083,1
11610,5333319091,1
11610,5333319092,1
11615,5333320021,1
11615,5333320022,1
11615,5333320031,1
11615,5333320032,1
11615,5333320033,1
11615,5333320034,1
11615,5333320051,1
11615,5333320052,1
11615,5333320053,1
11615,5333320054,1
11615,5333320055,1
11615,5333320056,1
11615,5333320061,1
11615,5333320062,1
11615,5333320063,1
11615,5333320071,1
11615,5333320072,1
11615,5333320073,1
